subj_id,age,gender,condition,exposure_cond,trial,response,phase,group,set,item_num,item,item_type,item_pair,exposed
7,26,Male,1,fact,1_Exposure_g1_fact,A little surprising,exposure,1,1,1,nobel_A,A,nobel,1
10,37,Male,1,fact,1_Exposure_g1_fact,Somewhat surprising,exposure,1,1,1,nobel_A,A,nobel,1
21,57,Female,1,fact,1_Exposure_g1_fact,A little surprising,exposure,1,1,1,nobel_A,A,nobel,1
34,32,Male,1,fact,1_Exposure_g1_fact,A little surprising,exposure,1,1,1,nobel_A,A,nobel,1
45,36,Male,1,fact,1_Exposure_g1_fact,Not at all surprising,exposure,1,1,1,nobel_A,A,nobel,1
69,35,Female,1,fact,1_Exposure_g1_fact,Surprising,exposure,1,1,1,nobel_A,A,nobel,1
101,24,Female,1,fact,1_Exposure_g1_fact,Not at all surprising,exposure,1,1,1,nobel_A,A,nobel,1
119,35,Male,1,fact,1_Exposure_g1_fact,Surprising,exposure,1,1,1,nobel_A,A,nobel,1
132,71,Male,1,fact,1_Exposure_g1_fact,Somewhat surprising,exposure,1,1,1,nobel_A,A,nobel,1
138,31,Male,1,fact,1_Exposure_g1_fact,A little surprising,exposure,1,1,1,nobel_A,A,nobel,1
150,31,Male,1,fact,1_Exposure_g1_fact,Not at all surprising,exposure,1,1,1,nobel_A,A,nobel,1
180,31,Male,1,fact,1_Exposure_g1_fact,Surprising,exposure,1,1,1,nobel_A,A,nobel,1
208,40,Male,1,fact,1_Exposure_g1_fact,Surprising,exposure,1,1,1,nobel_A,A,nobel,1
223,29,Male,1,fact,1_Exposure_g1_fact,Not at all surprising,exposure,1,1,1,nobel_A,A,nobel,1
233,27,Female,1,fact,1_Exposure_g1_fact,Not at all surprising,exposure,1,1,1,nobel_A,A,nobel,1
239,23,Male,1,fact,1_Exposure_g1_fact,Surprising,exposure,1,1,1,nobel_A,A,nobel,1
253,61,Male,1,fact,1_Exposure_g1_fact,Surprising,exposure,1,1,1,nobel_A,A,nobel,1
254,40,Male,1,fact,1_Exposure_g1_fact,Not at all surprising,exposure,1,1,1,nobel_A,A,nobel,1
266,40,Male,1,fact,1_Exposure_g1_fact,A little surprising,exposure,1,1,1,nobel_A,A,nobel,1
268,38,Female,1,fact,1_Exposure_g1_fact,Somewhat surprising,exposure,1,1,1,nobel_A,A,nobel,1
308,41,Male,1,fact,1_Exposure_g1_fact,Somewhat surprising,exposure,1,1,1,nobel_A,A,nobel,1
320,30,Male,1,fact,1_Exposure_g1_fact,Somewhat surprising,exposure,1,1,1,nobel_A,A,nobel,1
341,40,Male,1,fact,1_Exposure_g1_fact,A little surprising,exposure,1,1,1,nobel_A,A,nobel,1
342,39,Female,1,fact,1_Exposure_g1_fact,Not at all surprising,exposure,1,1,1,nobel_A,A,nobel,1
364,32,Female,1,fact,1_Exposure_g1_fact,A little surprising,exposure,1,1,1,nobel_A,A,nobel,1
367,37,Male,1,fact,1_Exposure_g1_fact,A little surprising,exposure,1,1,1,nobel_A,A,nobel,1
376,28,Female,1,fact,1_Exposure_g1_fact,A little surprising,exposure,1,1,1,nobel_A,A,nobel,1
386,58,Male,1,fact,1_Exposure_g1_fact,Somewhat surprising,exposure,1,1,1,nobel_A,A,nobel,1
389,37,Female,1,fact,1_Exposure_g1_fact,A little surprising,exposure,1,1,1,nobel_A,A,nobel,1
3,24,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
5,39,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
8,38,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
22,19,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
28,55,Male,1,quiz,1_Exposure_g1_quiz,Definitely False,exposure,1,1,1,nobel_A,A,nobel,1
29,32,Male,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
30,37,Female,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
38,44,Male,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
40,29,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
41,30,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
42,47,Female,1,quiz,1_Exposure_g1_quiz,Probably False,exposure,1,1,1,nobel_A,A,nobel,1
47,39,Female,1,quiz,1_Exposure_g1_quiz,Probably False,exposure,1,1,1,nobel_A,A,nobel,1
53,70,Male,1,quiz,1_Exposure_g1_quiz,Definitely False,exposure,1,1,1,nobel_A,A,nobel,1
57,49,Male,1,quiz,1_Exposure_g1_quiz,Definitely True,exposure,1,1,1,nobel_A,A,nobel,1
60,30,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
61,29,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
65,32,Female,1,quiz,1_Exposure_g1_quiz,Probably False,exposure,1,1,1,nobel_A,A,nobel,1
67,64,Female,1,quiz,1_Exposure_g1_quiz,Probably False,exposure,1,1,1,nobel_A,A,nobel,1
78,28,Prefer not to say,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
80,34,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
81,39,Male,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
85,26,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
87,34,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
89,52,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
90,46,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
92,31,Male,1,quiz,1_Exposure_g1_quiz,Probably False,exposure,1,1,1,nobel_A,A,nobel,1
95,38,Female,1,quiz,1_Exposure_g1_quiz,Definitely False,exposure,1,1,1,nobel_A,A,nobel,1
98,60,Female,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
100,37,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
102,25,Male,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
106,28,Female,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
107,34,Male,1,quiz,1_Exposure_g1_quiz,Definitely False,exposure,1,1,1,nobel_A,A,nobel,1
109,28,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
116,56,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
121,46,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
125,36,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
127,63,Female,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
129,32,Female,1,quiz,1_Exposure_g1_quiz,Definitely False,exposure,1,1,1,nobel_A,A,nobel,1
131,53,Female,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
133,31,Female,1,quiz,1_Exposure_g1_quiz,Definitely True,exposure,1,1,1,nobel_A,A,nobel,1
134,32,Male,1,quiz,1_Exposure_g1_quiz,Probably False,exposure,1,1,1,nobel_A,A,nobel,1
139,32,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
140,27,Male,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
143,53,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
146,23,Male,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
147,30,Male,1,quiz,1_Exposure_g1_quiz,Definitely True,exposure,1,1,1,nobel_A,A,nobel,1
167,43,Male,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
169,28,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
173,38,Male,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
175,61,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
185,31,Male,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
187,34,Female,1,quiz,1_Exposure_g1_quiz,Definitely False,exposure,1,1,1,nobel_A,A,nobel,1
194,22,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
196,35,Male,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
198,26,Male,1,quiz,1_Exposure_g1_quiz,Probably False,exposure,1,1,1,nobel_A,A,nobel,1
203,42,Female,1,quiz,1_Exposure_g1_quiz,Probably False,exposure,1,1,1,nobel_A,A,nobel,1
209,28,Male,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
220,39,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
225,36,Male,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
230,34,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
232,43,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
235,62,Male,1,quiz,1_Exposure_g1_quiz,Definitely False,exposure,1,1,1,nobel_A,A,nobel,1
238,35,Female,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
240,37,Male,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
246,36,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
260,34,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
264,21,Male,1,quiz,1_Exposure_g1_quiz,Definitely False,exposure,1,1,1,nobel_A,A,nobel,1
265,29,Male,1,quiz,1_Exposure_g1_quiz,Definitely False,exposure,1,1,1,nobel_A,A,nobel,1
274,46,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
278,34,Male,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
283,22,Female,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
288,28,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
291,36,Female,1,quiz,1_Exposure_g1_quiz,Probably False,exposure,1,1,1,nobel_A,A,nobel,1
299,29,Male,1,quiz,1_Exposure_g1_quiz,Probably False,exposure,1,1,1,nobel_A,A,nobel,1
303,55,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
305,47,Male,1,quiz,1_Exposure_g1_quiz,Probably False,exposure,1,1,1,nobel_A,A,nobel,1
309,46,Female,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
312,33,Female,1,quiz,1_Exposure_g1_quiz,Probably False,exposure,1,1,1,nobel_A,A,nobel,1
314,40,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
319,42,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
323,34,Female,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
327,30,Female,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
329,55,Female,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
332,35,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
334,55,Male,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
340,26,Male,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
344,38,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
347,22,Male,1,quiz,1_Exposure_g1_quiz,Maybe False,exposure,1,1,1,nobel_A,A,nobel,1
355,68,Male,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
356,26,Male,1,quiz,1_Exposure_g1_quiz,Definitely True,exposure,1,1,1,nobel_A,A,nobel,1
359,35,Male,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
368,30,Female,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
369,28,Male,1,quiz,1_Exposure_g1_quiz,Probably True,exposure,1,1,1,nobel_A,A,nobel,1
372,29,Female,1,quiz,1_Exposure_g1_quiz,Probably False,exposure,1,1,1,nobel_A,A,nobel,1
383,30,Non-binary,1,quiz,1_Exposure_g1_quiz,Maybe True,exposure,1,1,1,nobel_A,A,nobel,1
7,26,Male,1,fact,2_Exposure_g1_fact,A little surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
10,37,Male,1,fact,2_Exposure_g1_fact,A little surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
21,57,Female,1,fact,2_Exposure_g1_fact,Not at all surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
34,32,Male,1,fact,2_Exposure_g1_fact,Not at all surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
45,36,Male,1,fact,2_Exposure_g1_fact,Not at all surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
69,35,Female,1,fact,2_Exposure_g1_fact,Somewhat surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
101,24,Female,1,fact,2_Exposure_g1_fact,Somewhat surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
119,35,Male,1,fact,2_Exposure_g1_fact,Surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
132,71,Male,1,fact,2_Exposure_g1_fact,A little surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
138,31,Male,1,fact,2_Exposure_g1_fact,Not at all surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
150,31,Male,1,fact,2_Exposure_g1_fact,A little surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
180,31,Male,1,fact,2_Exposure_g1_fact,Surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
208,40,Male,1,fact,2_Exposure_g1_fact,Not at all surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
223,29,Male,1,fact,2_Exposure_g1_fact,Not at all surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
233,27,Female,1,fact,2_Exposure_g1_fact,A little surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
239,23,Male,1,fact,2_Exposure_g1_fact,Not at all surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
253,61,Male,1,fact,2_Exposure_g1_fact,Somewhat surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
254,40,Male,1,fact,2_Exposure_g1_fact,Not at all surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
266,40,Male,1,fact,2_Exposure_g1_fact,Not at all surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
268,38,Female,1,fact,2_Exposure_g1_fact,Surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
308,41,Male,1,fact,2_Exposure_g1_fact,Somewhat surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
320,30,Male,1,fact,2_Exposure_g1_fact,A little surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
341,40,Male,1,fact,2_Exposure_g1_fact,Very surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
342,39,Female,1,fact,2_Exposure_g1_fact,Not at all surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
364,32,Female,1,fact,2_Exposure_g1_fact,Not at all surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
367,37,Male,1,fact,2_Exposure_g1_fact,Not at all surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
376,28,Female,1,fact,2_Exposure_g1_fact,A little surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
386,58,Male,1,fact,2_Exposure_g1_fact,Surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
389,37,Female,1,fact,2_Exposure_g1_fact,Not at all surprising,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
3,24,Female,1,quiz,2_Exposure_g1_quiz,Probably True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
5,39,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
8,38,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
22,19,Male,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
28,55,Male,1,quiz,2_Exposure_g1_quiz,Definitely False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
29,32,Male,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
30,37,Female,1,quiz,2_Exposure_g1_quiz,Probably True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
38,44,Male,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
40,29,Male,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
41,30,Male,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
42,47,Female,1,quiz,2_Exposure_g1_quiz,Probably False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
47,39,Female,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
53,70,Male,1,quiz,2_Exposure_g1_quiz,Definitely False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
57,49,Male,1,quiz,2_Exposure_g1_quiz,Definitely True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
60,30,Female,1,quiz,2_Exposure_g1_quiz,Probably False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
61,29,Male,1,quiz,2_Exposure_g1_quiz,Definitely True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
65,32,Female,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
67,64,Female,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
78,28,Prefer not to say,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
80,34,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
81,39,Male,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
85,26,Female,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
87,34,Male,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
89,52,Male,1,quiz,2_Exposure_g1_quiz,Definitely False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
90,46,Female,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
92,31,Male,1,quiz,2_Exposure_g1_quiz,Definitely False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
95,38,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
98,60,Female,1,quiz,2_Exposure_g1_quiz,Probably True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
100,37,Male,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
102,25,Male,1,quiz,2_Exposure_g1_quiz,Definitely False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
106,28,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
107,34,Male,1,quiz,2_Exposure_g1_quiz,Definitely False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
109,28,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
116,56,Female,1,quiz,2_Exposure_g1_quiz,Probably False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
121,46,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
125,36,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
127,63,Female,1,quiz,2_Exposure_g1_quiz,Probably False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
129,32,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
131,53,Female,1,quiz,2_Exposure_g1_quiz,Probably True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
133,31,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
134,32,Male,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
139,32,Male,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
140,27,Male,1,quiz,2_Exposure_g1_quiz,Probably True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
143,53,Female,1,quiz,2_Exposure_g1_quiz,Probably False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
146,23,Male,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
147,30,Male,1,quiz,2_Exposure_g1_quiz,Definitely True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
167,43,Male,1,quiz,2_Exposure_g1_quiz,Probably True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
169,28,Male,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
173,38,Male,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
175,61,Female,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
185,31,Male,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
187,34,Female,1,quiz,2_Exposure_g1_quiz,Probably False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
194,22,Male,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
196,35,Male,1,quiz,2_Exposure_g1_quiz,Probably False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
198,26,Male,1,quiz,2_Exposure_g1_quiz,Probably True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
203,42,Female,1,quiz,2_Exposure_g1_quiz,Definitely False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
209,28,Male,1,quiz,2_Exposure_g1_quiz,Definitely True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
220,39,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
225,36,Male,1,quiz,2_Exposure_g1_quiz,Probably False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
230,34,Male,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
232,43,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
235,62,Male,1,quiz,2_Exposure_g1_quiz,Definitely False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
238,35,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
240,37,Male,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
246,36,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
260,34,Female,1,quiz,2_Exposure_g1_quiz,Probably False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
264,21,Male,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
265,29,Male,1,quiz,2_Exposure_g1_quiz,Probably False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
274,46,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
278,34,Male,1,quiz,2_Exposure_g1_quiz,Probably False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
283,22,Female,1,quiz,2_Exposure_g1_quiz,Definitely True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
288,28,Female,1,quiz,2_Exposure_g1_quiz,Definitely False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
291,36,Female,1,quiz,2_Exposure_g1_quiz,Probably True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
299,29,Male,1,quiz,2_Exposure_g1_quiz,Probably False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
303,55,Male,1,quiz,2_Exposure_g1_quiz,Probably True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
305,47,Male,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
309,46,Female,1,quiz,2_Exposure_g1_quiz,Probably True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
312,33,Female,1,quiz,2_Exposure_g1_quiz,Maybe True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
314,40,Female,1,quiz,2_Exposure_g1_quiz,Maybe False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
319,42,Male,1,quiz,2_Exposure_g1_quiz,Probably False,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
323,34,Female,1,quiz,2_Exposure_g1_quiz,Probably True,exposure,1,1,2,circumnavigate_A,A,circumnavigate,1
